Название,Компания,Регион,Опыт работы,Зарплата от,Зарплата до,Валюта,Требования,Ключевые навыки,Ссылка
Аналитик по запасным частям,Деловые Линии,Санкт-Петербург,От 1 года до 3 лет,150000.0,150000.0,RUR,Высшее образование (техническое). Опыт аналогичной работы от 1 года. Знание программы 1С на уровне уверенного пользователя.,"Знание устройства автомобиля, Организация технического обслуживания автомобилей",https://hh.ru/vacancy/117144807
Бизнес-аналитик Битрикс24,CRM LAB,Санкт-Петербург,От 1 года до 3 лет,60000.0,120000.0,RUR,Что нам важно видеть от тебя? Опыт работы по настройке битрикс24 от 6 месяцев. Высокий уровень самодисциплины и огромная...,Не указаны,https://hh.ru/vacancy/117805876
Аналитик (Мониторинг СМИ),INFOLine,Санкт-Петербург,Нет опыта,50000.0,70000.0,RUR,"Быстрое чтение. Грамотная устная и письменная речь. Уверенный пользователь ПК, продвинутый пользователь MS office, Power Point, Telegram, Zoom и т...","Работа с большим объемом информации, Работа в команде, Поиск информации в интернет, MS PowerPoint, Аналитическое мышление, Планирование карьеры, Поисковые системы, Опытный пользователь ПК, Быстрое обучение, Сбор и анализ информации, Мониторинг упоминаемости компании в СМИ, Работа в условиях многозадачности, Аналитические навыки, Эффективность, Коммуникабельность, стрессоустойчивость, Анализ текущей ситуации, планировать и оптимально организовать рабочий процесс, Пользователь ПК, Умение работать в команде, Грамотная речь, Деловая переписка, Деловое общение, Деловая коммуникация, Организация мероприятий, Грамотность",https://hh.ru/vacancy/117609078
Маркетолог-аналитик (маркетинговый аналитик),ТД Север г. Москва,Санкт-Петербург,От 3 до 6 лет,130000.0,150000.0,RUR,"Глубокое знание и опыт работы с инструментами анализа данных (Excel, Google Analytics, UIS, Roistat, Power BI и др.). ","Маркетинговый анализ, Анализ эффективности маркетинговых кампаний, Автоматизация маркетинговых кампаний, Аналитические исследования, Интернет-маркетинг, MS Excel, Битрикс24, Roistat, Google Analytics, Power BI",https://hh.ru/vacancy/117252425
Системный аналитик,Наследие Диджитл,Санкт-Петербург,От 3 до 6 лет,100000.0,180000.0,RUR,Опыт работы в должности системного <highlighttext>аналитика</highlighttext> от 3 лет. Опыт изменения и встраивания новых бизнес-процессов в существующие системы. ,Не указаны,https://hh.ru/vacancy/117107123
Аналитик 1С,СЛОЙ,Санкт-Петербург,От 1 года до 3 лет,150000.0,150000.0,RUR,"Работаем в двух основных направлениях: - Анализировать и документировать бизнес-процессы. Описывать, как взаимосвязаны наши системы, какие данные куда передаются, как...","1С, Анализ бизнес-процессов",https://hh.ru/vacancy/116794897
Консультант-аналитик 1С,Алгоритм Успеха,Санкт-Петербург,От 3 до 6 лет,100000.0,150000.0,RUR,"Знание хотя бы двух конфигураций 1С и предметной области: Бухгалтерия, ЗУП, УТ, ДО, Розница, КА, УНФ, ERP. ",Не указаны,https://hh.ru/vacancy/117408152
Менеджер по внедрению / Бизнес-аналитик,Imprice,Санкт-Петербург,От 1 года до 3 лет,80000.0,150000.0,RUR,Опыт работы с любым API. Опыт внедрения сложных ИТ систем. Опыт в ценообразовании. Опыт работы <highlighttext>аналитиком</highlighttext> в торговых компаниях.,"Проектный менеджмент, Стратегическое мышление, Управление проектами, Аналитика, Ориентация на результат, Системное мышление, Оценка потребностей клиентов, Анализ бизнес показателей, Анализ данных, Аналитическое мышление, Agile Project Management, Навыки презентации, Грамотная речь, Работа в команде",https://hh.ru/vacancy/116814368
"Аналитик 1С (начинающий специалист 1С:УТ , 1С:Бухгалтерия)",АРЕС,Санкт-Петербург,От 1 года до 3 лет,100000.0,100000.0,RUR,...опыт работы <highlighttext>аналитиком</highlighttext> 1С или пройденное обучение по данной специальности и где территориально проживаете. - Минимальный опыт работы <highlighttext>Аналитиком</highlighttext> 1...,Не указаны,https://hh.ru/vacancy/114233408
Стажер-аналитик 1С: Управление холдингом,РУМИКОН,Санкт-Петербург,От 1 года до 3 лет,70000.0,100000.0,RUR,"Получите опыт работы с конфигурацией 1С: Управление холдингом. Идеальный набор навыков и опыта для участия: Высшее образование (экономика, финансы). ","1С: Предприятие 8, 1C: ERP, Основы бухгалтерского учета, Управленческий учет",https://hh.ru/vacancy/117779260
Младший CRM-аналитик,Make Rock,Санкт-Петербург,Нет опыта,30000.0,45000.0,RUR,"Вы отлично владеете компьютером, а также облачными сервисами, например: Google Docs, Zoom, почтовые сервисы. Умеете читать документацию, пробовать, ошибаться и...","Управление проектами, CRM, Обучение и развитие, Проектная документация, amoCRM",https://hh.ru/vacancy/117258856
Контент менеджер - аналитик по карточкам товаров на маркетплейсах,"Торус, Группа компаний",Санкт-Петербург,От 1 года до 3 лет,70000.0,70000.0,RUR,"5. Практический опыт работы с внешними сервисами <highlighttext>аналитики</highlighttext> (МПСТАТ, Маяк и т.д). 6. Продвинутое владение Excel, Google Docs. 7. ","Аналитика маркетплейсов, SEO оптимизация, Анализ воронки продаж, Анализ конкурентной среды, Анализ данных, Контент-маркетинг, Rich-контент, Разработка технических заданий, Составление семантического ядра, Аналитическое мышление",https://hh.ru/vacancy/117140449
"Младший специалист (расчеты, аналитика)",Сервисная Компания ИНТРА,Санкт-Петербург,Нет опыта,57000.0,70000.0,RUR,"Высшее образование. Желателен опыт работы специалистом аналитического, экономического, сметно-договорного, расчетного отдела. Опытный пользователь ПК. Обязательное знание MS Office. ","Деловая переписка, Делопроизводство, Документальное сопровождение, Телефонные переговоры, Внимательность, Исполнительность, Ответственность, Многозадачность",https://hh.ru/vacancy/117771355
Аналитик 1С,Первый Бит,Санкт-Петербург,От 1 года до 3 лет,100000.0,120000.0,RUR,Практический опыт внедрения программных продуктов на 1С. Знание 1С: Управление торговлей и 1С: Управление нашей фирмой. ,1С,https://hh.ru/vacancy/115933860
Аналитик 1С в отдел внедрения,Ситек,Санкт-Петербург,От 1 года до 3 лет,200000.0,300000.0,RUR,"Знание бизнес-процессов в одном из блоков (от начала до конца): продажи, закупки, склад. Опыт работы <highlighttext>аналитиком</highlighttext> в штатной техподдержке...","1C: ERP, Консультирование пользователей, 1С, Автоматизация бизнес-процессов, ERP, Управление проектами, Оптимизация бизнес процессов, Оптимизация бизнес-процессов, 1С: Предприятие 8, Разработка бизнес-требований, Разработка технических заданий, Написание инструкций, Моделирование бизнес процессов, Первичное обследование, 1С: Управление предприятием, 1С: Управление Производственным Предприятием, 1С: Управление Торговлей, 1С: Комплексная автоматизация, ERP-системы на базе 1С, 1С: Предприятие, Автоматизация",https://hh.ru/vacancy/112439042
Аналитик данных,Компания Прогресс,Санкт-Петербург,От 1 года до 3 лет,90000.0,130000.0,RUR,"Высокий навык работы в электронных таблицах (Excel, Google Sheets, владение формулами массивов). Математика - средне-высокий уровень (базовые знания теории множеств...","MS Excel, SQL, Подготовка отчетов, Аналитическое мышление, Анализ бизнес показателей, Power BI, 1С: Управление Торговлей, Google таблицы",https://hh.ru/vacancy/115169570
Аналитик бизнес-процессов,Арлифт,Санкт-Петербург,Более 6 лет,200000.0,250000.0,RUR,Дополнительное образование в области процессного управления и т.д. Опыт работы в области бизнес-<highlighttext>аналитики</highlighttext> от 2-х лет. ,"Бизнес-анализ, Постановка задач разработчикам, BPMN, Реинжиниринг бизнес-процессов, Бизнес-моделирование, Аналитика, Анализ бизнес показателей",https://hh.ru/vacancy/117460887
Системный аналитик,Снэп АйТи,Санкт-Петербург,От 1 года до 3 лет,150000.0,176000.0,RUR,"Имеешь опыт работы системным <highlighttext>аналитиком</highlighttext> от 2x лет (выявление, фиксация, согласование требований). Имеешь общее представление об основных методологиях разработки...","Аналитическое мышление, XML, BPMN, UML, JSON, SOAP, SOA",https://hh.ru/vacancy/115121023
Руководитель системных аналитиков,REDMOND,Санкт-Петербург,От 1 года до 3 лет,300000.0,390000.0,RUR,"Высшее техническое образование. Знание MS Office, Aris Express, Draw.IO, не менее одной из CRM-систем (Terrasoft Creatio, BPMNSoft, MS Dynamics...","Системный анализ, Разработка пользовательской документации, Разработка бизнес-требований, Разработка функциональных требований",https://hh.ru/vacancy/117049134
Ведущий аналитик (разработка отчетности),АО «ОТП Банк» (JSC «OTP Bank»),Санкт-Петербург,От 3 до 6 лет,150000.0,150000.0,RUR,"Высшее образование (математическое, экономическое, финансовое, техническое). Опыт работы <highlighttext>аналитиком</highlighttext> от 3х лет. Наличие учебных или рабочих примеров\кейсов\выполненных...","MS Excel, SQL",https://hh.ru/vacancy/116498317
Дата аналитик (ученик),Aston,Санкт-Петербург,Нет опыта,100000.0,110000.0,RUR,"Знакомство с инструментами визуализации данных. Высокий уровень мотивации к развитию навыков, необходимых для <highlighttext>аналитика</highlighttext> данных. Готовность после курсов пройти стажировку...","Анализ данных, Классическое машинное обучение, MLflow, Python, SQL, Математическая статистика, Big Data, Data Analysis, ORACLE, Power BI, Tableau, R, Визуализация данных, Статистический анализ, machine learning, BI-инструменты",https://hh.ru/vacancy/117153255
Системный аналитик / System Analyst,Бизнес Центр А+,Санкт-Петербург,Более 6 лет,111111.0,333333.0,RUR,"Думать креативно, но только после того, как выполнена задача от руководителя . Бунты на корабле не одобряем, капитан! - Твой опыт в...",Не указаны,https://hh.ru/vacancy/117577461
Аналитик-консультант 1С,"Взлет, ГК",Санкт-Петербург,От 3 до 6 лет,90000.0,100000.0,RUR,"Опыт работы на аналогичной должности от 2 лет. Высшее образование. Навыки исследования, анализа и описания бизнес-процессов. Ответственность, коммуникабельность.",Не указаны,https://hh.ru/vacancy/105529374
Программист - аналитик данных,ГБУЗ СПб Медицинский информационно-аналитический центр,Санкт-Петербург,От 3 до 6 лет,80000.0,90000.0,RUR,"Опыт работы с ClickHouse и PostgreSQL. Понимание принципов работы СУБД, оптимизации запросов. Опыт работы с инструментами для визуализации данных (например...","Работа с базами данных, Исследовательский анализ данных",https://hh.ru/vacancy/117330342
Аналитик 1С,"Двадцать первый век, страховая компания",Санкт-Петербург,От 3 до 6 лет,150000.0,172500.0,RUR,Опыт работы с бизнес-требованиями (их сбор и формализация). — Знание объектов Платформы 1С:Предприятие. — Способность управлять приоритетами и очередностью...,"Анализ бизнес-процессов, Работа в условиях многозадачности, Коммуникация, 1С: Предприятие",https://hh.ru/vacancy/117700104
Аналитик 1С (ученик),Aston,Санкт-Петербург,Нет опыта,70000.0,80000.0,RUR,"Уверенное владение MS Excel, MS Word. Стремление к развитию как <highlighttext>аналитика</highlighttext> платформы 1С:Предприятие обязательно. Готовность после курсов пройти...","1С, Бизнес-анализ, MS Excel, Разработка технических заданий, SQL, Менеджмент, User Story, Постановка задач разработчикам, Обучение и развитие, Аналитическое мышление, Моделирование бизнес-процессов, Анализ требований, Деловое общение, Аналитический склад ума, Google Docs, MS Word, MS Office, Бухгалтерская отчетность, Первичная бухгалтерская документация, Бухгалтерский учет, Ответственность, Коммуникабельность, Работа с большим объемом информации, Финансовый анализ, MS PowerPoint, Поиск информации в интернет, Кассовые документы, 1С: Бухгалтерия, Основы бухгалтерского учета, Внимательность",https://hh.ru/vacancy/117663870
Таможенный аналитик,Аривист,Санкт-Петербург,От 1 года до 3 лет,95000.0,130000.0,RUR,Опыт работы в области таможенного оформления от 1 до 3 лет. Знание таможенного законодательства и процедур. Умение работы с нормативными...,"ВЭД-Инфо, Коды ТН ВЭД, Таможенное оформление, Таможенное регулирование",https://hh.ru/vacancy/117746278
Бизнес-аналитик (офис) Middle/Senior,WMT,Санкт-Петербург,От 3 до 6 лет,200000.0,350000.0,RUR,"Опыт работы бизнес-<highlighttext>аналитиком</highlighttext> на крупных проектах в области корпоративных или интегрированных информационных систем, а также в области развития бизнес...",Не указаны,https://hh.ru/vacancy/117275685
Маркетинговый аналитик по проектам и исследованиям,ЭкспоФорум Интернэшнл,Санкт-Петербург,От 1 года до 3 лет,100000.0,100000.0,RUR,"Высшее образование. Желательно – в сфере маркетинга, социологии, <highlighttext>аналитики</highlighttext>, бизнес-информатики. Знание рекламных кабинетов. Офисный пакет – обязательно, Excel и PowerPoint на...",Не указаны,https://hh.ru/vacancy/116842274
Руководитель системных аналитиков / Team Lead Systems Analyst,Softintermob LLC,Санкт-Петербург,От 3 до 6 лет,250000.0,300000.0,RUR,"Опыт работы <highlighttext>аналитиком</highlighttext> от 3-х лет, опыт работы управления командой. Умение управлять командой и мотивировать сотрудников. Отличные коммуникативные навыки...",Не указаны,https://hh.ru/vacancy/117547532
Системный аналитик,Vedexx,Санкт-Петербург,От 1 года до 3 лет,150000.0,150000.0,RUR,"Отличные аналитические, коммуникативные навыки. Опыт работы <highlighttext>аналитиком</highlighttext> не менее 2х лет. Умение работать с внутренними документами, включая создание и...",Не указаны,https://hh.ru/vacancy/116624873
Системный аналитик 1С (middle-),DNS Технологии,Санкт-Петербург,От 1 года до 3 лет,95000.0,140000.0,RUR,"Опыт работы системным <highlighttext>аналитиком</highlighttext> от полугода. Опыт работы в 1С (на уровне не ниже продвинутого пользователя), знание основных объектов. ",Не указаны,https://hh.ru/vacancy/117540902
Аналитик-консультант 1С ERP/ 1С Бит. Финанс,REDMOND,Санкт-Петербург,От 3 до 6 лет,250000.0,300000.0,RUR,Высшее техническое или экономическое образование. Опыт работы от 3-5 лет <highlighttext>аналитиком</highlighttext> 1С. Опыт в доработке и сопровождении 1...,"ERP-системы на базе 1С, Моделирование бизнес процессов, Описание бизнес-процессов, Управленческий учет, Аналитик 1С, 1С БИТ Финанс",https://hh.ru/vacancy/117049142
Бизнес-аналитик (методолог),ДОБРОЦЕН,Санкт-Петербург,От 1 года до 3 лет,150000.0,200000.0,RUR,Высшее образование. Опыт работы в области операционного департамента в продуктовой рознице. Знание методологий оптимизации бизнес-процессов. Опыт разработки и внедрения...,Не указаны,https://hh.ru/vacancy/117324617
Аналитик 1С:Документооборот,Геометрия,Санкт-Петербург,От 1 года до 3 лет,180000.0,200000.0,RUR,Опыт работы с конфигурацией 1С:Документооборот. Опыт работы в команде на проектах крупных внедрений и сопровождений. Будет являться преимуществом...,"1С: Документооборот, Электронный документооборот, Документирование бизнес-требований",https://hh.ru/vacancy/117094046
Аналитик в сфере подбора товаров для маркетплейсов,SellerChina,Санкт-Петербург,Нет опыта,50000.0,90000.0,RUR,"Будет плюсом: Опыт работы в сфере e-commerce, закупок, <highlighttext>аналитики</highlighttext> или маркетинга. Знание английского языка (на уровне чтения технической документации). ","Аналитическое мышление, Анализ данных, Прогнозирование спроса, Математический анализ, Командообразование, Критическое мышление, Анализ бизнес-процессов, Работа с большим объемом информации, Наставничество, Руководство коллективом, Планирование ресурсов, Стратегия управления рисками, Стратегическое планирование, Оптимизация бизнес-процессов, Инновационный менеджмент",https://hh.ru/vacancy/117136312
Аналитик данных в call-центр,101 Интернет,Санкт-Петербург,От 1 года до 3 лет,40000.0,70000.0,RUR,Имеешь опыт работы в call-центре в должности <highlighttext>аналитика</highlighttext> или супервайзера не менее года. Обладаешь высшим образованием в области <highlighttext>аналитики</highlighttext>...,"Анализ данных, MS Excel, Работа с большим объемом информации, Интерпретация данных, Написание отчетов, Внимательность",https://hh.ru/vacancy/117553460
Системный аналитик (Payments),МОНЕТА,Санкт-Петербург,Более 6 лет,220000.0,250000.0,RUR,Опыт работы на позиции системного <highlighttext>аналитика</highlighttext> от 3х лет. Опыт работы в роли системного <highlighttext>аналитика</highlighttext> в банковской сфере/ в...,"UML, BPMN, SQL, API, JSON API, SOAP, XML, PostgreSQL, REST, Xsd, Системный анализ, Системная интеграция, Postman, Grafana, Figma",https://hh.ru/vacancy/117630005
Ведущий системный аналитик,Selecty,Санкт-Петербург,От 3 до 6 лет,300000.0,400000.0,RUR,Разработка технической и архитектурной документации и согласование ее со всеми заинтересованными лицами. Оформление заявок на необходимые доступы и настройки по...,"Git, UML, BPMN, Системный анализ, Разработка нефункциональных требований, SQL, Бизнес-анализ, Сбор требований, JSON API, PostgreSQL, Моделирование бизнес-процессов, User Story, Atlassian Jira, Разработка бизнес-требований, REST API, REST, Apache Kafka, RabbitMQ, Разработка технических заданий, Atlassian Confluence, Системная интеграция, Постановка задач разработчикам, SOAP, Postman, Kibana, API",https://hh.ru/vacancy/117652454
BI Analyst,Топго Сервис,Санкт-Петербург,От 1 года до 3 лет,80000.0,140000.0,RUR,"Понимание принципов работы с большими объемами данных (1 млн+ событий в день). Знание основ продуктовой <highlighttext>аналитики</highlighttext> (метрики Lifetime Value, Cycle...",Не указаны,https://hh.ru/vacancy/117354812
Системный аналитик Middle+/Senior ГИБРИД,WMT,Санкт-Петербург,От 3 до 6 лет,200000.0,400000.0,RUR,Опыт работы в аналогичной роли от 3 лет. Знание принципов клиент-серверного взаимодействия. Практический опыт в интеграциях через REST API. ,"BPMN, UML, Apache Kafka, RabbitMQ, REST",https://hh.ru/vacancy/116844466
"Аналитик 1С (ERP, УТ)",Первый Бит,Санкт-Петербург,От 1 года до 3 лет,120000.0,180000.0,RUR,Техническое высшее образование. Опыт внедрения/администрирования/сопровождения программных продуктов 1С. Опыт работы консультантом/специалистом технической поддержки/<highlighttext>аналитиком</highlighttext> 1С.,"1С: Управление Торговлей, 1С: Управление предприятием, 1C: ERP, Разработка технических заданий",https://hh.ru/vacancy/107048443
Системный аналитик,Ойком,Санкт-Петербург,От 3 до 6 лет,150000.0,185000.0,RUR,"Мы рассматриваем каждого кандидата индивидуально, учитывая весь опыт, а не только сопоставляя навыки в резюме и этот список: Опыт работы...","Разработка технических заданий, Техническая документация, Разработка проектной документации, Бизнес-анализ, UML, REST, BPMN, XML, SQL",https://hh.ru/vacancy/117338221
Бизнес-аналитик 1С,Булочные Ф.Вольчека,Санкт-Петербург,От 1 года до 3 лет,180000.0,200000.0,RUR,Высшее образование (техническое/экономическое). Опыт работы на аналогичных позициях не менее 3-х лет. Экспертные знания типового функционала 1С...,"1С: Комплексная автоматизация, 1С: Управление предприятием, ERP, ERP-системы на базе 1С, 1С: Управление Производственным Предприятием, Аналитическое мышление, Анализ данных",https://hh.ru/vacancy/117353124
Аналитик,Всм,Москва,От 1 года до 3 лет,80000.0,120000.0,RUR,"Экспертность и опыт работы в e-commerce/на маркетплейсах, понимание специфики этого рынка. Уверенное владение инструментами анализа данных (BI, Excel...","Контроль и анализ ценообразования, Unit-экономика, Финансовый анализ, Финансовый менеджмент, Аналитика маркетплейсов",https://hh.ru/vacancy/117262495
Аналитик 1С,БАЛТБЕТ,Санкт-Петербург,От 1 года до 3 лет,100000.0,110000.0,RUR,"Понимание целей и задач управленческого учета, финансовая грамотность. Владение ПК на уровне уверенного пользования ( 1С бухгалтерия, 1С ЗУП...",Не указаны,https://hh.ru/vacancy/115154453
Системный аналитик,Эстелинк,Санкт-Петербург,От 3 до 6 лет,230000.0,280000.0,RUR,Опыт работы в должности системного <highlighttext>аналитика</highlighttext> от 5-ти лет. Опыт работы с микросервисной архитектурой от 2-х лет. ,"SQL, NoSQL, UML, BPMN",https://hh.ru/vacancy/116909006
Системный аналитик (Офис),WMT,Санкт-Петербург,От 3 до 6 лет,230000.0,380000.0,RUR,"Высшее техническое или экономическое образование. Знание BPMN, EPC, VAD, основ архитектуры ИС и БД. Владение инструментами: Microsoft Office, Jira, Confluence...",Не указаны,https://hh.ru/vacancy/117274049
Маркетолог-аналитик,"Созвездие, Управляющая компания",Санкт-Петербург,От 1 года до 3 лет,90000.0,100000.0,RUR,"Законченное высшее образование (маркетинг, экономика). Наличие опыта работы и прикладных знаний в сфере маркетинга в сфере недвижимости не менее 2...","Продвижение бренда, Маркетинговые коммуникации, Вывод компании на рынок, Маркетинговые исследования, Маркетинговый анализ, Стратегический маркетинг, Разработка маркетинговой стратегии",https://hh.ru/vacancy/116720335
Аналитик (маркетплейсы),ТРИТО,Санкт-Петербург,От 3 до 6 лет,100000.0,100000.0,RUR,"Высшее образование. Умение работать с большими объемами данных, анализировать цифры и делать выводы. Опыт работы с подобным функционалом от 2...","Аналитическое мышление, E-Commerce, Исследовательский анализ данных, Формирование аналитической отчетности, ABC-анализ, Маркетинговый анализ, Анализ конкурентной среды, Бизнес-анализ",https://hh.ru/vacancy/117030391
Менеджер - аналитик маркетплейсов,Шекун Максим Александрович,Санкт-Петербург,От 1 года до 3 лет,80000.0,120000.0,RUR,"Успешный опыт работы и на WB, и на Озон. Грамотная <highlighttext>аналитика</highlighttext> кампаний, всех конверсий воронки, умение делать выводы из данных...","Аналитика маркетплейсов, Аналитика продаж, рекламные метрики, опыт на маркетплейсах",https://hh.ru/vacancy/117354019
Статистик-экономист / Аналитик / Специалист по работе с цифрами,Ленремонт,Санкт-Петербург,От 1 года до 3 лет,80000.0,90000.0,RUR,"Внимательность к цифрам, умение структурировать данные. Опыт в <highlighttext>аналитике</highlighttext>, статистике или смежных областях приветствуется, но готовы рассмотреть и начинающих специалистов.",Не указаны,https://hh.ru/vacancy/117099621
Инженер по внедрению и сопровождению / Аналитик / IT Engineer,Лаборатория модульной автоматизации,Санкт-Петербург,Нет опыта,60000.0,130000.0,RUR,"Имеют высшее техническое образование. Готовы помогать пользователям, с какой проблемой они бы не обратились. Внимательны к деталям, готовы к самостоятельному...","SQL, СУБД, Unix, Shell Scripting, Сбор и анализ информации, Внедрение информационных систем, Работа в условиях многозадачности",https://hh.ru/vacancy/116703692
Аналитик-консультант 1С (блок регламентированный учет),Future IT Solutions,Санкт-Петербург,От 1 года до 3 лет,160000.0,240000.0,RUR,"Опыт работы в составе проектных групп, участия во внедрении систем в качестве <highlighttext>аналитика</highlighttext> и/или функционального архитектора. 6. ",Не указаны,https://hh.ru/vacancy/117582832
Менеджер транспортных проектов - аналитик,Деловые Линии,Санкт-Петербург,От 1 года до 3 лет,150000.0,150000.0,RUR,Высшее образование (техническое). Опыт аналогичной работы от 1 года. Знание программы 1С на уровне уверенного пользователя.,"Ведение проектной документации, Основы управления проектами",https://hh.ru/vacancy/117145028
Аналитик - Консультант 1С БГУ,ЛЕОН-ГРУПП,Санкт-Петербург,От 1 года до 3 лет,100000.0,150000.0,RUR,"Обязателен опыт работы 1С: ""Бухгалтерия государственного учреждения"" или 1С: ""Бухгалтерия предприятия"" в качестве <highlighttext>аналитика</highlighttext> или консультанта 1С. ","1С: Предприятие 8, Разработка технических заданий, Постановка задач разработчикам, Техническая документация, Разработка инструкций, Аналитическое мышление, 1C: Бухгалтерия",https://hh.ru/vacancy/117052773
Маркетолог-аналитик\бренд-менеджер в сеть медицинских центров,Клиника стоматологии номер 1,Санкт-Петербург,От 3 до 6 лет,80000.0,120000.0,RUR,"Опыт работы от 3-х лет.  Знание CRM, сквозная <highlighttext>аналитика</highlighttext>, уверенное пользование ip телефонией, Яндекс Метрикой. Понимание в областях: лидогенерация...",Не указаны,https://hh.ru/vacancy/117019217
Системный аналитик,ITGLOBAL.COM,Санкт-Петербург,От 3 до 6 лет,150000.0,200000.0,RUR,"Опыт проектирования UI/UX, написания Use Case. Понимание принципов работы реляционных баз данных. Понимание принципов CI/CD. Опыт работы с...","Управление командой, Product Management, Scrum, Разработка ПО, Бизнес-анализ, Системный анализ",https://hh.ru/vacancy/115769940
"Системный аналитик (Middle), Санкт-Петербург",Тагес Джамп,Санкт-Петербург,От 3 до 6 лет,159600.0,290300.0,RUR,Высшее техническое образование. Опыт работы по специальности (желательно с мобильной разработкой или CMS или кастом). Владение английским языком. ,"Техническая документация, СУБД, Разработка технических заданий, Информационные технологии, Проектная документация, Тестирование, Грамотная речь, UML, Постановка задач разработчикам, MS Visio, Бизнес-анализ, API, REST, JSON API, Системный анализ",https://hh.ru/vacancy/111531908
Аналитик тендерного отдела,Специальный Технологический Центр (ООО СТЦ),Санкт-Петербург,От 1 года до 3 лет,85000.0,95000.0,RUR,"Продвинутый пользователь MS Excel на уверенном уровне: формулы, сводные таблицы, динамические графики. Опыт работы <highlighttext>аналитиком</highlighttext> или схожей должности от одного...","MS Excel, 275-ФЗ, 44-ФЗ",https://hh.ru/vacancy/117553831
Менеджер-аналитик по работе с маркетплейсами,TOPTOP,Санкт-Петербург,От 1 года до 3 лет,100000.0,110000.0,RUR,"Высшее образование в области экономики, математики, статистики или смежных областях. Опыт работы в <highlighttext>аналитике</highlighttext> Маркетплейсов ( Ozon, WB, Lamoda, Yandex Маркет...",Не указаны,https://hh.ru/vacancy/116108745
Специалист по аналитике и товародвижению (Всеволожск),"Вимос, торговый дом",Санкт-Петербург,От 1 года до 3 лет,70000.0,70000.0,RUR,"Наличие высшего образования. Опыт работы на аналогичной должности не менее 1-го года. Уверенный пользователь MS Excel ( формулы, сводные таблицы). ",Не указаны,https://hh.ru/vacancy/116738588
"Аналитик 1С / Стажер 1С (Бухгалтерский, налоговый учет)",Производственная Безопасность и Экология,Санкт-Петербург,От 1 года до 3 лет,100000.0,150000.0,RUR,3.0 в качестве <highlighttext>аналитика</highlighttext> (При отсутствии опыта <highlighttext>аналитика</highlighttext> 1С кандидат принимается на должность Стажер 1С с зарплатой...,"Обучение и развитие, Консультирование, 1С программирование, 1С: Предприятие, Обучение, Умение работать в коллективе, 1С: Управление предприятием, Разработка инструкций, Проведение тестирований",https://hh.ru/vacancy/117677004
Аналитик складской логистики,Вальд,Санкт-Петербург,От 1 года до 3 лет,100000.0,120000.0,RUR,"Высшее образование. Опыт работы <highlighttext>аналитиком</highlighttext> от 2х лет. Отличные знания и опыт работы в MC Office, особенно в Excel...",Не указаны,https://hh.ru/vacancy/116575627
Аналитик CRM (Битрикс24),Мейк Биз,Санкт-Петербург,От 1 года до 3 лет,100000.0,190000.0,RUR,"Опыт работы бизнес-<highlighttext>аналитиком</highlighttext>, системным <highlighttext>аналитиком</highlighttext> или консультантом от 1 года. Глубокое понимание бизнес-процессов компаний в различных сферах. ","Аналитик, Битрикс24, 1С-Битрикс",https://hh.ru/vacancy/116993690
Бизнес-аналитик,Деловые Линии,Санкт-Петербург,От 1 года до 3 лет,169000.0,169000.0,RUR,"Опыт написания тех. заданий для разработчиков. Опыт <highlighttext>аналитики</highlighttext> данных с использованием SQL и Excel, базовое знание математической статистики. ","Анализ бизнес-процессов, Описание бизнес-процессов, SQL, BPMN",https://hh.ru/vacancy/116626176
Маркетолог-аналитик/ведущий маркетолог-аналитик,Мебельное предприятие Дуэт,Санкт-Петербург,Более 6 лет,150000.0,170000.0,RUR,"Аналогичный опыт от 6 лет, опыт работы в мебельной сфере обязателен. Аналитическое и системное мышление, способность самостоятельно инициировать и выстраивать...","Маркетинговый анализ, Маркетинговые коммуникации, Маркетинговая стратегия, Разработка маркетинговых кампаний, Маркетинговые исследования",https://hh.ru/vacancy/116810805
"Менеджер по продажам | Аналитика маркетплейсов (Wildberries, Ozon, Яндекс Маркет) | MPSTATS",MPSTATS,Санкт-Петербург,От 1 года до 3 лет,200000.0,300000.0,RUR,Желание зарабатывать свыше 300 000 рублей. Высокую степенью самодисциплины. Стремление к лидерству в отделе. Знание техник продаж. Умение отрабатывать все...,"B2B Продажи, Навыки продаж, Подготовка коммерческих предложений, Подготовка презентаций, Контекстная реклама, Телефонные переговоры, Управление продажами, Продвижение бренда, Поиск и привлечение клиентов, Работа с большим объемом информации, Активные продажи, Ценообразование, Планирование продаж",https://hh.ru/vacancy/115105381
